SKU,Description,MSRP,BRONZE_Price,SILVER_Price,GOLD_Price,PLATINUM_Price
7871M110091,,0.0,165.0,148.5,132.0,132.0
7871M140091,,0.0,165.0,148.5,132.0,132.0
01-20423,,0.0,5.0,4.5,4.0,4.0
01-20424,,0.0,5.0,4.5,4.0,4.0
01-20439,,0.0,5.0,4.5,4.0,4.0
01-20440,,0.0,5.0,4.5,4.0,4.0
7869S070088,,0.0,15.0,15.5,14.0,14.0
7869S110088,,0.0,15.0,15.5,14.0,14.0
7869S060688,,0.0,15.0,15.5,14.0,14.0
7869S030088,,0.0,15.0,15.5,14.0,14.0
7869S020088,,0.0,15.0,15.5,14.0,14.0
7869S180088,,0.0,15.0,15.5,14.0,14.0
7869S150088,,0.0,,,14.0,
7869S090088,,0.0,15.0,15.5,14.0,14.0
7869S140088,,0.0,15.0,15.5,14.0,14.0
7869S080088,,0.0,15.0,15.5,14.0,14.0
7869S040088,,0.0,15.0,15.5,14.0,14.0
7869L120088,,0.0,,,,
7869L070088,,0.0,,,,
7869L110088,,0.0,,,,
7869L060688,,0.0,,,,
7869L030088,,0.0,,,,
7869L020088,,0.0,,,,
7869L180088,,0.0,,,,
7869L150088,,0.0,,,,
7869L090088,,0.0,,,,
7869L140088,,0.0,,,,
7869L080088,,0.0,,,,
7869L040088,,0.0,,,,
7869M120088,,0.0,,,,
7869M070088,,0.0,,,,
7869M110088,,0.0,,,,
7869M060688,,0.0,,,,
7869M030088,,0.0,,,,
7869M020088,,0.0,,,,
7869M180088,,0.0,,,,
7869M150088,,0.0,,,,
7869M090088,,0.0,,,,
7869M140088,,0.0,,,,
7869M080088,,0.0,,,,
7869M040088,,0.0,,,,
7869S150091,,0.0,,,,
7869S020091,,0.0,,,,
7869S120091,,0.0,,,,
7869S080091,,0.0,,,,
7869S090091,,0.0,,,,
7869S070091,,0.0,,,,
7869S180091,,0.0,,,,
7869S110091,,0.0,,,,
7869S040091,,0.0,,,,
7869S060691,,0.0,,,,
7869S140091,,0.0,,,,
7869M030091,,0.0,189.0,170.5,151.5,151.5
7869M150091,,0.0,189.0,170.5,151.5,151.5
7869M020091,,0.0,189.0,170.5,151.5,151.5
7869M120091,,0.0,189.0,170.5,151.5,151.5
7869M080091,,0.0,189.0,170.5,151.5,151.5
7869M090091,,0.0,189.0,170.5,151.5,151.5
7869M070091,,0.0,189.0,170.5,151.5,151.5
7869M180091,,0.0,189.0,170.5,151.5,151.5
7869M110091,,0.0,189.0,170.5,151.5,151.5
7869M040091,,0.0,189.0,170.5,151.5,151.5
7869M060691,,0.0,189.0,170.5,151.5,151.5
7869M140091,,0.0,189.0,170.5,151.5,151.5
7869L030091,,0.0,189.0,170.5,151.5,151.5
7869L150091,,0.0,189.0,170.5,151.5,151.5
7869L020091,,0.0,189.0,170.5,151.5,151.5
7869L120091,,0.0,189.0,170.5,151.5,151.5
7869L080091,,0.0,189.0,170.5,151.5,151.5
7869L090091,,0.0,189.0,170.5,151.5,151.5
7869L070091,,0.0,189.0,170.5,151.5,151.5
7869L180091,,0.0,189.0,170.5,151.5,151.5
7869L110091,,0.0,189.0,170.5,151.5,151.5
7869L040091,,0.0,189.0,170.5,151.5,151.5
7869L060691,,0.0,189.0,170.5,151.5,151.5
7869L140091,,0.0,189.0,170.5,151.5,151.5
7873Y020290,,0.0,12.5,11.5,10.0,10.0
7873Y080290,,0.0,12.5,11.5,10.0,10.0
7873Y060690,,0.0,12.5,11.5,10.0,10.0
7873V080290,,0.0,,,,
7873V060690,,0.0,,,,
7873V020290,,0.0,,,,
19144,,0.0,2.75,2.5,2.0,2.0
19145,,0.0,2.75,2.5,2.0,2.0
7835000291,,0.0,87.0,78.5,70.0,70.0
15009405,,0.0,352.0,320.5,289.0,289.0
15009605,,0.0,64.0,58.0,52.5,52.5
7720140091,,0.0,10.5,10.0,9.0,9.0
7720120091,,0.0,10.5,10.0,9.0,9.0
7720080091,,0.0,9.5,9.0,8.0,8.0
7720110091,,0.0,10.5,10.0,9.0,9.0
7720030091,,0.0,10.5,10.0,9.0,9.0
